 trade_date |   symbol   | market_cap_category | mtf_amount_cr | avg_mtf_cr | stddev_mtf_cr | z_score |       shocker_type        | deviation_from_avg_cr 
 2025-12-08 | NTPCGREEN  | Large-Low           |        171.21 |     169.39 |          1.12 |    1.63 | Moderate Positive Shocker |                  1.82
 2025-12-08 | SRF        | Large-Low           |         69.67 |      53.67 |          9.82 |    1.63 | Moderate Positive Shocker |                 16.00
 2025-12-08 | MAZDOCK    | Large-Low           |       1197.58 |    1166.41 |         19.40 |    1.61 | Moderate Positive Shocker |                 31.17
 2025-12-08 | GODREJPROP | Mid-High            |        182.47 |     172.64 |          3.64 |    2.70 | High Positive Shocker     |                  9.83
 2025-12-08 | ATGL       | Mid-High            |        111.86 |     109.89 |          0.82 |    2.40 | High Positive Shocker     |                  1.97
 2025-12-08 | GLENMARK   | Mid-High            |         62.76 |      56.57 |          2.71 |    2.29 | High Positive Shocker     |                  6.19
 2025-12-08 | TORNTPOWER | Mid-High            |         73.58 |      69.35 |          1.85 |    2.29 | High Positive Shocker     |                  4.23
 2025-12-08 | UTISENSETF | Mid-High            |          0.10 |       0.12 |          0.01 |   -2.27 | High Negative Shocker     |                 -0.02
 2025-12-08 | PATANJALI  | Mid-High            |        262.92 |     436.85 |         81.08 |   -2.15 | High Negative Shocker     |               -173.93
 2025-12-08 | COFORGE    | Mid-High            |         93.53 |     112.80 |          9.03 |   -2.13 | High Negative Shocker     |                -19.27
 2025-12-08 | VMM        | Mid-High            |        128.80 |     120.81 |          4.00 |    2.00 | Moderate Positive Shocker |                  7.99
 2025-12-08 | MOTILALOFS | Mid-High            |        144.27 |     152.62 |          4.37 |   -1.91 | Moderate Negative Shocker |                 -8.35
 2025-12-08 | RVNL       | Mid-High            |        706.89 |     691.82 |          8.39 |    1.80 | Moderate Positive Shocker |                 15.07
 2025-12-08 | UCOBANK    | Mid-Low             |        131.00 |     128.17 |          1.24 |    2.28 | High Positive Shocker     |                  2.83
 2025-12-08 | PAGEIND    | Mid-Low             |         69.43 |      71.76 |          1.04 |   -2.24 | High Negative Shocker     |                 -2.33
 2025-12-08 | GODFRYPHLP | Mid-Low             |        205.48 |     194.24 |          5.11 |    2.20 | High Positive Shocker     |                 11.24
 2025-12-08 | APARINDS   | Mid-Low             |         59.40 |      54.97 |          2.24 |    1.98 | Moderate Positive Shocker |                  4.43
 2025-12-08 | MAHABANK   | Mid-Low             |        270.80 |     261.90 |          4.70 |    1.89 | Moderate Positive Shocker |                  8.90
 2025-12-08 | MSUMI      | Mid-Low             |         41.46 |      38.40 |          1.65 |    1.85 | Moderate Positive Shocker |                  3.06
 2025-12-08 | FLUOROCHEM | Mid-Low             |        183.51 |     177.12 |          3.51 |    1.82 | Moderate Positive Shocker |                  6.39
 2025-12-08 | LTTS       | Mid-Low             |         61.79 |      56.64 |          2.85 |    1.81 | Moderate Positive Shocker |                  5.15
 2025-12-08 | NAVINFLUOR | Mid-Low             |         30.54 |      25.85 |          2.65 |    1.77 | Moderate Positive Shocker |                  4.69
 2025-12-08 | JKCEMENT   | Mid-Low             |         41.11 |      39.49 |          0.93 |    1.75 | Moderate Positive Shocker |                  1.62
 2025-12-08 | SUMICHEM   | Small-High          |         41.38 |      38.77 |          0.93 |    2.81 | High Positive Shocker     |                  2.61
 2025-12-08 | INDIAMART  | Small-High          |         24.43 |      22.63 |          0.64 |    2.81 | High Positive Shocker     |                  1.80
 2025-12-08 | RELAXO     | Small-High          |         32.69 |      31.88 |          0.29 |    2.78 | High Positive Shocker     |                  0.81
 2025-12-08 | ANANDRATHI | Small-High          |         60.97 |     111.94 |         18.88 |   -2.70 | High Negative Shocker     |                -50.97
 2025-12-08 | TRITURBINE | Small-High          |         49.93 |      46.07 |          1.43 |    2.70 | High Positive Shocker     |                  3.86
 2025-12-08 | JUBLPHARMA | Small-High          |         58.68 |      55.21 |          1.29 |    2.69 | High Positive Shocker     |                  3.47
 2025-12-08 | RUBICON    | Small-High          |          1.21 |       2.12 |          0.34 |   -2.67 | High Negative Shocker     |                 -0.91
 2025-12-08 | SUNDRMFAST | Small-High          |         15.71 |      15.20 |          0.19 |    2.67 | High Positive Shocker     |                  0.51
 2025-12-08 | EDELWEISS  | Small-High          |        166.92 |     161.38 |          2.09 |    2.65 | High Positive Shocker     |                  5.54
 2025-12-08 | SOBHA      | Small-High          |         40.59 |      43.71 |          1.18 |   -2.65 | High Negative Shocker     |                 -3.12
 2025-12-08 | DHANUKA    | Small-Low           |         13.82 |      13.33 |          0.18 |    2.71 | High Positive Shocker     |                  0.49
 2025-12-08 | TEXRAIL    | Small-Low           |        142.14 |     138.18 |          1.51 |    2.62 | High Positive Shocker     |                  3.96
 2025-12-08 | YATHARTH   | Small-Low           |         95.47 |      92.65 |          1.09 |    2.59 | High Positive Shocker     |                  2.82
 2025-12-08 | PGIL       | Small-Low           |         17.77 |      16.43 |          0.52 |    2.57 | High Positive Shocker     |                  1.34
 2025-12-08 | RTNINDIA   | Small-Low           |         79.48 |      78.74 |          0.29 |    2.56 | High Positive Shocker     |                  0.74
 2025-12-08 | ACI        | Small-Low           |         27.37 |      26.74 |          0.25 |    2.50 | High Positive Shocker     |                  0.63
 2025-12-08 | MARKSANS   | Small-Low           |         86.97 |      85.01 |          0.81 |    2.42 | High Positive Shocker     |                  1.96
 2025-12-08 | GSFC       | Small-Low           |        156.04 |     152.09 |          1.67 |    2.37 | High Positive Shocker     |                  3.95
 2025-12-08 | MIDHANI    | Small-Low           |        109.44 |     108.57 |          0.37 |    2.35 | High Positive Shocker     |                  0.87
 2025-12-08 | WEWORK     | Small-Low           |          3.36 |       3.06 |          0.13 |    2.34 | High Positive Shocker     |                  0.30
 2025-12-08 | WEALTH     | Micro-Low           |          0.36 |       0.40 |          0.01 |   -3.69 | High Negative Shocker     |                 -0.04
 2025-12-08 | BELLACASA  | Micro-Low           |          0.30 |       0.26 |          0.01 |    3.64 | High Positive Shocker     |                  0.04
 2025-12-08 | BORANA     | Micro-Low           |          0.10 |       0.07 |          0.01 |    3.49 | High Positive Shocker     |                  0.03
 2025-12-08 | DHANI      | Micro-Low           |          1.11 |       1.04 |          0.02 |    3.32 | High Positive Shocker     |                  0.07
 2025-12-08 | STEL       | Micro-Low           |          0.39 |       0.36 |          0.01 |    3.32 | High Positive Shocker     |                  0.03
 2025-12-08 | ZIMLAB     | Micro-Low           |          0.22 |       0.19 |          0.01 |    3.32 | High Positive Shocker     |                  0.03
 2025-12-08 | KILITCH    | Micro-Low           |          0.69 |       0.66 |          0.01 |    3.28 | High Positive Shocker     |                  0.03
 2025-12-08 | SUYOG      | Micro-Low           |          7.83 |       7.76 |          0.02 |    3.26 | High Positive Shocker     |                  0.07
 2025-12-08 | KOKUYOCMLN | Micro-Low           |          1.82 |       1.79 |          0.01 |    3.16 | High Positive Shocker     |                  0.03
 2025-12-08 | SARVESHWAR | Micro-Low           |          1.65 |       1.53 |          0.04 |    3.00 | High Positive Shocker     |                  0.12
 2025-12-08 | SHARDACROP | Unknown             |         35.23 |      29.42 |          3.32 |    1.75 | Moderate Positive Shocker |                  5.81
(675 rows)

